Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
364,tt2061869,2015-06-24,2015-06-24,,Zonbi asu,https://www.imdb.com/title/tt2061869/,movie,4.8,85,2011,"Comedy, Horror",1748,2011-09-24,Noboru Iguchi
365,tt1870527,2015-08-20,2015-08-20,,Remains,https://www.imdb.com/title/tt1870527/,movie,4.3,88,2011,"Action, Drama, Horror, Sci-Fi, Thriller",1911,2011-12-06,Colin Theys
366,tt0848552,2015-08-20,2015-08-20,,The Mad,https://www.imdb.com/title/tt0848552/,movie,4.8,83,2007,"Action, Comedy, Horror, Sci-Fi, Thriller",1599,2007-05-22,John Kalangis
367,tt3816458,2015-08-20,2015-08-20,,Dead Rising,https://www.imdb.com/title/tt3816458/,movie,5.2,118,2015,"Action, Horror",7748,2015-03-27,Zach Lipovsky
368,tt0105128,2015-09-19,2015-09-19,,Pet Sematary II,https://www.imdb.com/title/tt0105128/,movie,4.8,100,1992,"Fantasy, Horror",17502,1992-08-28,Mary Lambert
369,tt1103984,2015-09-19,2015-09-19,,Insanitarium,https://www.imdb.com/title/tt1103984/,video,5.1,89,2008,"Horror, Thriller",4329,2008-07-15,Jeff Buhler
370,tt0078437,2015-12-16,2015-12-16,,Ultimo mondo cannibale,https://www.imdb.com/title/tt0078437/,movie,6.1,88,1977,"Adventure, Horror",2970,1977-02-08,Ruggero Deodato
371,tt0069046,2015-12-16,2015-12-16,,La orgía de los muertos,https://www.imdb.com/title/tt0069046/,movie,5.7,91,1973,Horror,495,1973-09-03,José Luis Merino
372,tt0078916,2015-12-16,2015-12-16,,Buio Omega,https://www.imdb.com/title/tt0078916/,movie,6.3,94,1979,Horror,3969,1979-11-15,Joe D'Amato
373,tt0058700,2015-12-16,2015-12-16,,The Last Man on Earth,https://www.imdb.com/title/tt0058700/,movie,6.9,86,1964,"Horror, Sci-Fi",15694,1964-03-08,"Sidney Salkow, Ubaldo Ragona"
374,tt0082237,2015-12-16,2015-12-16,,Dawn of the Mummy,https://www.imdb.com/title/tt0082237/,movie,3.9,93,1981,Horror,799,1981-12-11,Frank Agrama
375,tt0093114,2015-12-16,2015-12-16,,Brivido giallo: Una notte nel cimitero,https://www.imdb.com/title/tt0093114/,tvEpisode,4.7,90,1988,Horror,620,1988-02-29,Lamberto Bava
376,tt1330216,2016-01-04,2016-01-04,,"Silent Night, Zombie Night",https://www.imdb.com/title/tt1330216/,movie,4.3,83,2009,"Horror, Sci-Fi",688,2009-11-01,Sean Cain
377,tt3350058,2016-04-04,2016-04-04,,One Last Sunset Redux,https://www.imdb.com/title/tt3350058/,movie,4.3,80,2015,"Action, Drama, Horror, Thriller, War",63,2015-10-24,Kevin Richmond
378,tt4533604,2016-04-04,2016-04-04,,Exposure,https://www.imdb.com/title/tt4533604/,movie,4.0,90,2015,"Drama, Horror, Thriller",30,2015-05-29,Colten Dietz
379,tt1881002,2016-04-04,2016-04-04,,Maggie,https://www.imdb.com/title/tt1881002/,movie,5.6,95,2015,"Drama, Horror",38946,2015-04-22,Henry Hobson
380,tt3467412,2016-04-04,2016-04-04,,Extinction,https://www.imdb.com/title/tt3467412/,movie,5.8,112,2015,"Drama, Horror, Sci-Fi",14796,2015-07-18,Miguel Ángel Vivas
381,tt4980882,2016-04-04,2016-04-04,,Hobbes & Phil V.S. Zombies,https://www.imdb.com/title/tt4980882/,movie,6.4,107,2015,Comedy,13,2015-10-03,Trevor Styles
382,tt2340888,2016-04-04,2016-04-04,,Survivors,https://www.imdb.com/title/tt2340888/,movie,5.6,92,2015,"Drama, Horror, Thriller",98,2015-10-18,Adam Spinks
383,tt4405860,2016-04-04,2016-04-04,,Dead 7,https://www.imdb.com/title/tt4405860/,movie,3.2,89,2016,"Comedy, Horror, Western",1129,2016-04-01,Danny Roew
384,tt1817771,2016-04-04,2016-04-04,,Freaks of Nature,https://www.imdb.com/title/tt1817771/,movie,5.9,92,2015,"Comedy, Horror, Sci-Fi",9800,2015-10-30,Robbie Pickering
385,tt5231116,2016-04-04,2016-04-04,,A Capital dos Mortos 2: Mundo Morto,https://www.imdb.com/title/tt5231116/,movie,5.6,71,2015,"Drama, Horror",106,2015-05-17,Tiago Belotti
386,tt3793632,2016-04-04,2016-04-04,,Zombie Pizza,https://www.imdb.com/title/tt3793632/,movie,5.1,94,2017,"Comedy, Horror",24,2017-04-30,Mike Dudko
387,tt4146350,2016-04-04,2016-04-04,,Z airando,https://www.imdb.com/title/tt4146350/,movie,5.5,108,2015,"Action, Horror",122,2015-03-28,Hiroshi Shinagawa
388,tt4218250,2016-04-04,2016-04-04,,Zombie Cats from Mars,https://www.imdb.com/title/tt4218250/,movie,3.5,97,2015,Horror,86,2015-05-01,Montetré
389,tt3609458,2016-04-04,2016-04-04,,Milfs vs. Zombies,https://www.imdb.com/title/tt3609458/,movie,2.8,104,2015,"Comedy, Horror",238,2015-07-24,Brad Twigg
390,tt5340882,2016-04-04,2016-04-04,,Zoombies,https://www.imdb.com/title/tt5340882/,movie,3.4,87,2016,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",1925,2016-03-01,Glenn Miller
391,tt3774802,2016-04-04,2016-04-04,,Pandemic,https://www.imdb.com/title/tt3774802/,movie,4.4,91,2016,"Action, Horror, Sci-Fi, Thriller",6991,2016-02-26,John Suits
392,tt3315380,2016-04-04,2016-04-04,,Night of Something Strange,https://www.imdb.com/title/tt3315380/,movie,5.1,94,2016,"Comedy, Horror",1599,2016-04-08,Jonathan Straiton
393,tt2099797,2016-04-04,2016-04-04,,Zombie Dream,https://www.imdb.com/title/tt2099797/,movie,3.0,,2015,Horror,27,2015-10-31,Blair Murphy
394,tt3247924,2016-04-04,2016-04-04,,Zombie Dollz,https://www.imdb.com/title/tt3247924/,movie,3.1,55,2015,"Comedy, Horror",22,2015-03-19,"Ries Dahlquist, Creep Creepersin"
395,tt3499458,2016-04-04,2016-04-04,,Walking with the Dead,https://www.imdb.com/title/tt3499458/,movie,3.5,88,2015,"Comedy, Horror",2931,2015-03-15,Scott Dow
396,tt1612319,2016-04-04,2016-04-04,,Re-Kill,https://www.imdb.com/title/tt1612319/,movie,5.0,88,2015,"Action, Horror",2337,2015-10-16,Valeri Milev
397,tt3745906,2016-04-04,2016-04-04,,The Hive,https://www.imdb.com/title/tt3745906/,movie,5.2,93,2014,"Horror, Sci-Fi, Thriller",1555,2014-09-19,David Yarovesky
398,tt3602128,2016-04-04,2016-04-04,,Night of the Living Deb,https://www.imdb.com/title/tt3602128/,movie,5.5,85,2015,"Comedy, Horror, Romance",3166,2015-05-30,Kyle Rankin
399,tt4530832,2016-04-04,2016-04-04,,Road Wars,https://www.imdb.com/title/tt4530832/,movie,2.8,90,2015,"Action, Sci-Fi",615,2015-05-05,Mark Atkins
400,tt1075746,2016-04-04,2016-04-04,,I Am Omega,https://www.imdb.com/title/tt1075746/,video,3.3,91,2007,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",2965,2007-11-18,Griff Furst
401,tt1444706,2016-04-04,2016-04-04,,Zombie Dearest,https://www.imdb.com/title/tt1444706/,movie,4.4,85,2009,"Comedy, Horror",211,2009-08-04,David Kemker
402,tt3950908,2016-04-04,2016-04-04,,Anger of the Dead,https://www.imdb.com/title/tt3950908/,movie,3.0,84,2015,"Drama, Horror",634,2015-02-21,Francesco Picone
403,tt1410046,2016-04-04,2016-04-04,,Porn Star Zombies,https://www.imdb.com/title/tt1410046/,movie,2.7,80,2009,"Comedy, Horror",293,2009-11-30,Keith Emerson
404,tt0094383,2016-04-04,2016-04-04,,Zombie High,https://www.imdb.com/title/tt0094383/,movie,4.1,93,1987,"Comedy, Horror",823,1987-10-02,Ron Link
405,tt1880293,2016-04-04,2016-04-04,,Ninja Zombies,https://www.imdb.com/title/tt1880293/,movie,2.3,90,2011,"Action, Horror",256,2011-04-07,Noah Cooper
406,tt1290099,2016-04-04,2016-04-04,,Ninjas vs. Zombies,https://www.imdb.com/title/tt1290099/,movie,2.9,86,2008,"Action, Comedy, Fantasy, Horror",223,2008-10-31,Justin Timpane
407,tt3397948,2016-04-04,2016-04-04,,Zombie Ninjas vs Black Ops,https://www.imdb.com/title/tt3397948/,movie,6.6,94,2015,"Action, Adventure, Sci-Fi",1074,2015-10-10,Rody Claude
408,tt3085500,2016-04-04,2016-04-04,,Ninja Apocalypse,https://www.imdb.com/title/tt3085500/,movie,3.1,84,2014,"Action, Fantasy, Horror, Sci-Fi",821,2014-08-05,Lloyd Lee Barnett
409,tt0092297,2016-04-04,2016-04-04,,Zombie Nightmare,https://www.imdb.com/title/tt0092297/,movie,2.4,89,1987,"Fantasy, Horror",2888,1987-10-13,Jack Bravman
410,tt1815746,2016-04-04,2016-04-04,,Humans vs Zombies,https://www.imdb.com/title/tt1815746/,movie,4.0,93,2011,"Comedy, Horror, Sci-Fi, Thriller",1384,2011-11-11,Brian T. Jaynes
411,tt3439114,2016-04-04,2016-04-04,,Apocalypse L.A.,https://www.imdb.com/title/tt3439114/,movie,3.5,82,2014,"Action, Horror, Sci-Fi",1393,2014-09-23,Turner Clay
412,tt1705134,2016-04-04,2016-04-04,,State of Emergency,https://www.imdb.com/title/tt1705134/,movie,5.3,90,2011,"Horror, Sci-Fi, Thriller",2749,2011-10-05,Turner Clay
413,tt3312936,2016-04-04,2016-04-04,,LA Apocalypse,https://www.imdb.com/title/tt3312936/,movie,2.6,80,2015,"Action, Sci-Fi, Thriller",620,2015-03-24,Michael J. Sarna
414,tt3449302,2016-04-04,2016-04-04,,The Dead the Damned and the Darkness,https://www.imdb.com/title/tt3449302/,movie,3.1,90,2014,"Action, Horror, Thriller",285,2014-10-07,Rene Perez
415,tt5113086,2016-04-04,2016-04-04,,Little Dead Rotting Hood,https://www.imdb.com/title/tt5113086/,movie,3.6,88,2016,Horror,1025,2016-01-05,Jared Cohn
416,tt2246907,2016-04-04,2016-04-04,,Patient Zero,https://www.imdb.com/title/tt2246907/,movie,4.2,70,2012,"Action, Sci-Fi, Thriller",712,2012-09-25,Brian T. Jaynes
417,tt2113792,2016-04-04,2016-04-04,,The Demented,https://www.imdb.com/title/tt2113792/,movie,3.8,92,2013,"Horror, Sci-Fi",1773,2013-07-30,Christopher Roosevelt
418,tt0093833,2016-04-04,2016-04-04,,Redneck Zombies,https://www.imdb.com/title/tt0093833/,movie,4.3,84,1989,"Comedy, Horror",2786,1989-02-15,Pericles Lewnes
419,tt1275956,2016-04-04,2016-04-04,,Reel Zombies,https://www.imdb.com/title/tt1275956/,movie,3.7,89,2008,"Action, Comedy, Horror, Thriller",280,2008-09-07,"David J. Francis, Mike Masters"
420,tt2772092,2016-04-04,2016-04-04,,Antisocial,https://www.imdb.com/title/tt2772092/,movie,4.5,90,2013,"Horror, Sci-Fi, Thriller",2807,2013-07-31,Cody Calahan
421,tt0499601,2016-04-04,2016-04-04,,Zombie Farm,https://www.imdb.com/title/tt0499601/,movie,5.0,81,2007,Horror,197,2007-04-21,B. Luciano Barsuglia
422,tt2265453,2016-04-04,2016-04-04,,My Fair Zombie,https://www.imdb.com/title/tt2265453/,movie,1.4,85,2013,"Horror, Musical",108,2013-09-14,Brett Kelly
423,tt0795505,2016-04-04,2016-04-04,,Undead or Alive: A Zombedy,https://www.imdb.com/title/tt0795505/,movie,5.3,91,2007,"Comedy, Horror, Western",1938,2007-03-10,Glasgow Phillips
424,tt1565441,2016-04-04,2016-04-04,,The Dead and the Damned,https://www.imdb.com/title/tt1565441/,video,3.2,82,2011,"Horror, Sci-Fi, Thriller, Western",660,2011-07-26,Rene Perez
425,tt0495747,2016-04-04,2016-04-04,,The Quick and the Undead,https://www.imdb.com/title/tt0495747/,movie,2.7,80,2006,"Action, Horror, Western",1274,2006-01-06,Gerald Nott
426,tt0473348,2016-04-04,2016-04-04,,Dead Men Walking,https://www.imdb.com/title/tt0473348/,movie,3.8,82,2005,Horror,1175,2005-10-25,Peter Mervis
427,tt0403885,2016-04-04,2016-04-04,,Death Valley: The Revenge of Bloody Bill,https://www.imdb.com/title/tt0403885/,movie,2.8,82,2004,"Drama, Horror, Thriller",1199,2004-10-26,Byron Werner
428,tt2535348,2016-04-04,2016-04-04,,Let There Be Zombies,https://www.imdb.com/title/tt2535348/,movie,3.0,90,2014,"Adventure, Comedy, Horror",133,2014-05-25,Andrew Patterson
429,tt5018032,2016-04-04,2016-04-04,,Absolute Zombies,https://www.imdb.com/title/tt5018032/,movie,2.5,75,2015,Horror,43,2015-10-27,Johnny Markussen
430,tt3694988,2016-04-04,2016-04-04,,How to Kill a Zombie,https://www.imdb.com/title/tt3694988/,movie,4.4,91,2014,"Comedy, Horror",194,2014-05-09,Tiffany McLean
431,tt0314713,2016-04-04,2016-04-04,,Space Zombie Bingo!!!,https://www.imdb.com/title/tt0314713/,video,2.7,75,1993,"Comedy, Horror, Sci-Fi",230,,George Ormrod
432,tt3369676,2016-04-04,2016-04-04,,The Burning Dead,https://www.imdb.com/title/tt3369676/,movie,2.2,82,2015,Horror,615,2015-02-12,Rene Perez
433,tt0069895,2016-04-04,2016-04-04,,The Crazies,https://www.imdb.com/title/tt0069895/,movie,6.1,103,1973,"Action, Horror, Sci-Fi",9958,1973-03-16,George A. Romero
434,tt2210463,2016-04-04,2016-04-04,,Battle of the Damned,https://www.imdb.com/title/tt2210463/,movie,4.5,88,2013,"Action, Adventure, Horror, Sci-Fi, Thriller",3497,2013-07-12,Christopher Hatton
435,tt0892899,2016-04-04,2016-04-04,,Outpost,https://www.imdb.com/title/tt0892899/,movie,5.9,90,2008,"Action, Horror, Sci-Fi",15533,2008-03-11,Steve Barker
436,tt1418712,2016-04-04,2016-04-04,,Outpost: Black Sun,https://www.imdb.com/title/tt1418712/,movie,5.0,101,2012,"Action, Horror, Sci-Fi",4822,2012-04-27,Steve Barker
437,tt1356415,2016-04-04,2016-04-04,,Zombiefied,https://www.imdb.com/title/tt1356415/,movie,4.3,100,2012,Horror,71,2012-12-31,Todd Jason Cook
438,tt0071256,2016-04-04,2016-04-04,,El buque maldito,https://www.imdb.com/title/tt0071256/,movie,4.3,89,1974,Horror,2132,1974-06-28,Amando de Ossorio
439,tt0068232,2016-04-04,2016-04-04,,El ataque de los muertos sin ojos,https://www.imdb.com/title/tt0068232/,movie,6.0,91,1973,Horror,2133,1973-09-14,Amando de Ossorio
440,tt0070039,2016-04-04,2016-04-04,,El espanto surge de la tumba,https://www.imdb.com/title/tt0070039/,movie,5.6,95,1973,Horror,1043,1973-04-27,Carlos Aured
441,tt2218924,2016-04-04,2016-04-04,,Battlefield Death Tales,https://www.imdb.com/title/tt2218924/,movie,2.3,87,2012,"Horror, War",285,2012-08-13,"Alan Ronald, Pat Higgins, James Eaves"
442,tt0093238,2016-04-04,2016-04-04,,I Was a Teenage Zombie,https://www.imdb.com/title/tt0093238/,movie,4.5,90,1987,"Comedy, Horror",638,1987-07-31,John Elias Michalakis
443,tt2490326,2016-04-04,2016-04-04,,Cooties,https://www.imdb.com/title/tt2490326/,movie,5.7,88,2014,"Action, Comedy, Horror, Sci-Fi",20880,2014-01-18,"Cary Murnion, Jonathan Milott"
444,tt3458254,2016-04-04,2016-04-04,,Patient Zero,https://www.imdb.com/title/tt3458254/,movie,4.4,93,2018,"Action, Drama, Horror, Sci-Fi",5916,2018-08-14,Stefan Ruzowitzky
445,tt0080749,2016-04-04,2016-04-04,,The Fog,https://www.imdb.com/title/tt0080749/,movie,6.8,89,1980,"Horror, Thriller",57700,1980-01-31,John Carpenter
446,tt1198333,2016-04-04,2016-04-04,,Autumn,https://www.imdb.com/title/tt1198333/,movie,3.2,110,2009,"Horror, Sci-Fi, Thriller",1492,2009-05-30,Steven Rumbelow
447,tt0462485,2016-04-04,2016-04-04,,Poultrygeist: Night of the Chicken Dead,https://www.imdb.com/title/tt0462485/,movie,6.2,103,2006,"Comedy, Horror, Musical, Sci-Fi",7268,2006-12-29,Lloyd Kaufman
448,tt0090192,2016-04-04,2016-04-04,,Trancers,https://www.imdb.com/title/tt0090192/,movie,6.1,76,1984,"Action, Sci-Fi",4841,1984-11-07,Charles Band
449,tt0066914,2016-04-04,2016-04-04,,La nuit des étoiles filantes,https://www.imdb.com/title/tt0066914/,movie,4.7,92,1973,Horror,1969,1973-11-15,"Jesús Franco, Pierre Quérut, Jean Rollin"
450,tt4497238,2016-04-04,2016-04-04,,Nightmare City,https://www.imdb.com/title/tt4497238/,movie,,,,Horror,,,Tom Savini
451,tt3552592,2016-04-04,2016-04-04,,Fetish Factory,https://www.imdb.com/title/tt3552592/,movie,2.6,71,2017,"Comedy, Horror, Sci-Fi, Thriller",113,2017-12-31,Staci Layne Wilson
452,tt2246549,2016-04-04,2016-04-04,,Abraham Lincoln vs. Zombies,https://www.imdb.com/title/tt2246549/,video,3.1,96,2012,"Action, Comedy, Horror",3698,2012-05-29,Richard Schenkman
453,tt2043932,2016-04-04,2016-04-04,,New Kids Nitro,https://www.imdb.com/title/tt2043932/,movie,6.0,74,2011,"Action, Comedy",8096,2011-12-06,"Steffen Haars, Flip Van der Kuil"
454,tt0435665,2016-04-04,2016-04-04,,House of the Dead 2,https://www.imdb.com/title/tt0435665/,tvMovie,3.8,95,2005,"Action, Comedy, Horror, Sci-Fi, Thriller",5430,2005-10-14,Michael Hurst
455,tt0078503,2016-04-04,2016-04-04,,Within the Woods,https://www.imdb.com/title/tt0078503/,short,6.7,31,1978,"Horror, Short",2031,1978-12-31,Sam Raimi
456,tt0110823,2016-04-04,2016-04-04,,Phantasm III: Lord of the Dead,https://www.imdb.com/title/tt0110823/,movie,6.1,91,1994,"Action, Fantasy, Horror, Sci-Fi",7522,1994-02-25,Don Coscarelli
457,tt5455344,2016-04-04,2016-04-04,,Miruthan,https://www.imdb.com/title/tt5455344/,movie,6.1,106,2016,"Action, Horror",1026,2016-02-19,Shakti Soundar Rajan
458,tt0411805,2016-04-04,2016-04-04,,Return of the Living Dead: Necropolis,https://www.imdb.com/title/tt0411805/,movie,3.2,88,2005,"Action, Comedy, Horror, Sci-Fi",4406,2005-10-15,Ellory Elkayem
459,tt0080527,2016-04-04,2016-04-04,,The Children,https://www.imdb.com/title/tt0080527/,movie,5.5,93,1980,"Horror, Sci-Fi",1576,1980-06-13,Max Kalmanowicz
460,tt0089593,2016-04-04,2016-04-04,,The Midnight Hour,https://www.imdb.com/title/tt0089593/,tvMovie,6.7,94,1985,"Comedy, Horror, Romance, Thriller",1400,1985-11-01,Jack Bender
461,tt1260570,2016-04-04,2016-04-04,,Die-ner (Get It?),https://www.imdb.com/title/tt1260570/,movie,4.1,75,2009,"Comedy, Horror",520,2009-10-31,Patrick Horvath
462,tt0321781,2016-04-04,2016-04-04,,Cremaster 3,https://www.imdb.com/title/tt0321781/,movie,7.1,182,2002,"Drama, Fantasy",1311,2002-05-15,Matthew Barney
463,tt0109809,2016-04-04,2016-04-04,,FleshEater,https://www.imdb.com/title/tt0109809/,movie,4.9,88,1988,Horror,1285,1988-08-17,S. William Hinzman
464,tt0080448,2016-04-04,2016-04-04,,Bloodeaters,https://www.imdb.com/title/tt0080448/,movie,4.0,89,1980,"Horror, Sci-Fi",647,1980-10-31,Charles McCrann
465,tt0372859,2016-04-04,2016-04-04,,Dead Clowns,https://www.imdb.com/title/tt0372859/,movie,2.5,95,2004,Horror,468,2004-08-23,Steve Sessions
466,tt0349804,2016-04-04,2016-04-04,,Meat Market,https://www.imdb.com/title/tt0349804/,video,3.6,90,2000,"Action, Horror, Comedy",260,2000-12-06,Brian Clement
467,tt0439309,2016-04-04,2016-04-04,,Swamp Zombies!!!,https://www.imdb.com/title/tt0439309/,video,2.6,90,2005,"Action, Horror",379,2005-07-22,Len Kabasinski
468,tt1002974,2016-04-04,2016-04-04,,Dead Country,https://www.imdb.com/title/tt1002974/,movie,3.3,75,2008,Horror,111,2008-10-07,Andrew Merkelbach
469,tt0861701,2016-04-04,2016-04-04,,Deadlands: The Rising,https://www.imdb.com/title/tt0861701/,movie,2.2,72,2006,"Action, Horror, Thriller",576,2006-09-02,Gary Ugarek
470,tt0487891,2016-04-04,2016-04-04,,Day X,https://www.imdb.com/title/tt0487891/,movie,3.6,81,2005,"Horror, Sci-Fi",237,2005-10-29,Jason Hack
471,tt1412697,2016-04-04,2016-04-04,,Biophage,https://www.imdb.com/title/tt1412697/,movie,3.1,72,2010,Horror,105,2010-01-31,Mark A. Rapp
472,tt0284907,2016-04-04,2016-04-04,,Biohazardous,https://www.imdb.com/title/tt0284907/,movie,3.6,95,2001,"Sci-Fi, Horror, Mystery, Action",191,2001-05-11,Michael J. Hein
473,tt1242605,2016-04-04,2016-04-04,,Blood Moon Rising,https://www.imdb.com/title/tt1242605/,movie,3.5,94,2009,"Comedy, Horror",353,2009-11-24,Brian Skiba
474,tt0436200,2016-04-04,2016-04-04,,Creatures from the Pink Lagoon,https://www.imdb.com/title/tt0436200/,movie,5.3,71,2006,"Comedy, Horror",191,2006-06-03,Chris Diani
475,tt0131260,2016-04-04,2016-04-04,,Dead End,https://www.imdb.com/title/tt0131260/,movie,6.9,88,1985,"Comedy, Horror, Thriller",93,,Emerson Bixby
476,tt0160376,2016-04-04,2016-04-04,,Hot Wax Zombies on Wheels,https://www.imdb.com/title/tt0160376/,movie,4.1,82,1999,"Comedy, Horror",277,,Michael Roush
477,tt0228158,2016-04-04,2016-04-04,,Corpse Eaters,https://www.imdb.com/title/tt0228158/,movie,4.3,61,1974,Horror,134,1974-08-16,"Klaus Vetter, Donald R. Passmore"
478,tt1380852,2016-04-04,2016-04-04,,Attack of the Vegan Zombies!,https://www.imdb.com/title/tt1380852/,movie,3.5,77,2010,"Comedy, Horror",118,2010-02-17,Jim Townsend
479,tt0199439,2016-04-04,2016-04-04,,Curse of the Blue Lights,https://www.imdb.com/title/tt0199439/,movie,4.0,104,1988,Horror,183,1990-04-30,John Henry Johnson
480,tt0074211,2016-04-04,2016-04-04,,Gou hun jiang tou,https://www.imdb.com/title/tt0074211/,movie,6.3,89,1976,Horror,276,1976-12-09,Meng Hua Ho
481,tt1785299,2016-04-04,2016-04-04,,Battle of the Bone,https://www.imdb.com/title/tt1785299/,movie,3.3,90,2008,"Action, Horror",77,2008-10-19,George Clarke
482,tt0097001,2016-04-04,2016-04-04,,C.H.U.D. II: Bud the Chud,https://www.imdb.com/title/tt0097001/,movie,3.9,84,1989,"Comedy, Horror, Sci-Fi",2990,1989-05-05,David Irving
483,tt1370179,2016-04-04,2016-04-04,,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,https://www.imdb.com/title/tt1370179/,movie,6.8,80,2009,"Comedy, Horror, Sci-Fi",55,2009-11-07,Bryan Ortiz
484,tt1282036,2016-04-04,2016-04-04,,Dead Fury,https://www.imdb.com/title/tt1282036/,movie,4.5,82,2008,"Animation, Action, Comedy, Horror",185,2008-08-05,Frank Sudol
485,tt0138508,2016-04-04,2016-04-04,,I Was a Zombie for the F.B.I.,https://www.imdb.com/title/tt0138508/,movie,4.9,105,1982,"Comedy, Sci-Fi",157,,Marius Penczner
486,tt0061459,2016-04-04,2016-04-04,,Blue Demon contra cerebros infernales,https://www.imdb.com/title/tt0061459/,movie,4.7,85,1968,"Action, Sci-Fi, Thriller",29,1968-08-22,Chano Urueta
487,tt0121996,2016-04-04,2016-04-04,,Beautiful Dead Body,https://www.imdb.com/title/tt0121996/,movie,3.1,,1987,"Action, Adult, Fantasy, Horror",8,,Xin Ren
488,tt0480777,2016-04-04,2016-04-04,,Die Zombiejäger,https://www.imdb.com/title/tt0480777/,movie,2.6,85,2005,Horror,301,2005-09-18,Jonas Wolcher
489,tt1204898,2016-04-04,2016-04-04,,Fistful of Brains,https://www.imdb.com/title/tt1204898/,movie,4.7,90,2008,"Horror, Western",88,2008-10-10,Christine Parker
490,tt1294789,2016-04-04,2016-04-04,,Doomsday County,https://www.imdb.com/title/tt1294789/,movie,4.2,82,2010,Horror,58,2010-10-09,"Steven Shea, Shawn Haran, Joe Badiali, Art Brainard"
491,tt1151384,2016-04-04,2016-04-04,,"Otto; or, Up with Dead People",https://www.imdb.com/title/tt1151384/,movie,5.3,94,2008,"Comedy, Drama, Fantasy, Horror",1748,2008-01-19,Bruce La Bruce
492,tt0079642,2016-04-04,2016-04-04,,Le notti erotiche dei morti viventi,https://www.imdb.com/title/tt0079642/,movie,3.8,88,1980,"Adult, Horror",1069,1980-11-06,Joe D'Amato
493,tt1192613,2016-04-04,2016-04-04,,Oneechanbara: The Movie,https://www.imdb.com/title/tt1192613/,movie,4.8,80,2008,"Action, Horror",1140,2008-04-30,Yôhei Fukuda
494,tt0102564,2016-04-04,2016-04-04,,Nudist Colony of the Dead,https://www.imdb.com/title/tt0102564/,movie,3.6,90,1991,"Comedy, Horror, Musical",633,1991-12-31,Mark Pirro
495,tt0064048,2016-04-04,2016-04-04,,The Astro-Zombies,https://www.imdb.com/title/tt0064048/,movie,3.1,92,1968,"Horror, Sci-Fi",1934,1968-05-19,Ted V. Mikels
496,tt0101497,2016-04-04,2016-04-04,,The Boneyard,https://www.imdb.com/title/tt0101497/,movie,5.6,98,1991,"Fantasy, Horror",959,1991-06-12,James Cummins
497,tt1344430,2016-04-04,2016-04-04,,Romeo & Juliet vs. The Living Dead,https://www.imdb.com/title/tt1344430/,movie,5.7,84,2009,"Comedy, Romance",76,2009-06-26,Ryan Denmark
498,tt0378417,2016-04-04,2016-04-04,,Die Nacht der lebenden Loser,https://www.imdb.com/title/tt0378417/,movie,5.7,89,2004,"Comedy, Horror",2557,2004-11-04,Matthias Dinter
499,tt0097059,2016-04-04,2016-04-04,,The Chilling,https://www.imdb.com/title/tt0097059/,movie,3.6,90,1989,Horror,434,1990-12-31,"Jack A. Sunseri, Deland Nuse"
500,tt1836864,2016-04-04,2016-04-04,,Nerd of the Living Dead,https://www.imdb.com/title/tt1836864/,movie,3.2,86,2011,Comedy,16,2011-06-05,Stu Dodge
501,tt0269603,2016-04-04,2016-04-04,,La Fille à la fourrure,https://www.imdb.com/title/tt0269603/,movie,4.9,85,1978,"Horror, Sci-Fi",36,1978-01-25,Claude Pierson
502,tt0128275,2016-04-04,2016-04-04,,"Io zombo, tu zombi, lei zomba",https://www.imdb.com/title/tt0128275/,movie,4.6,97,1979,"Comedy, Horror",89,1979-11-17,Nello Rossati
503,tt1649970,2016-04-04,2016-04-04,,The Dead Can't Dance,https://www.imdb.com/title/tt1649970/,movie,5.8,98,2010,"Comedy, Horror, Sci-Fi",48,2010-04-30,Rodrick Pocowatchit
504,tt0765475,2016-04-04,2016-04-04,,Special Dead,https://www.imdb.com/title/tt0765475/,movie,4.5,90,2006,"Comedy, Horror",462,2006-01-13,"Sean Simmons, Thomas L. Phillips"
505,tt0063142,2016-04-04,2016-04-04,,La muerte viviente,https://www.imdb.com/title/tt0063142/,movie,3.0,90,1971,"Horror, Mystery",743,1971-03-31,"Jack Hill, Juan Ibáñez"
506,tt0068625,2016-04-04,2016-04-04,,L'etrusco uccide ancora,https://www.imdb.com/title/tt0068625/,movie,5.6,105,1972,"Horror, Mystery, Thriller",555,1972-01-07,Armando Crispino
507,tt0082815,2016-04-04,2016-04-04,,Night of the Zombies,https://www.imdb.com/title/tt0082815/,movie,2.3,88,1981,"Horror, Sci-Fi",522,1981-01-31,Joel M. Reed
508,tt1361838,2016-04-04,2016-04-04,,Solos,https://www.imdb.com/title/tt1361838/,movie,2.7,74,2008,"Horror, Sci-Fi, Thriller",421,2008-04-07,Jorge Olguín
509,tt1189032,2016-04-04,2016-04-04,,The Dead Walk,https://www.imdb.com/title/tt1189032/,movie,5.7,,2008,Horror,36,2008-06-06,Michael Clinkenbeard
